name,_id,host_name,location_cluster,location,lat,lon,type_house,sum,min_days,amt_reviews,last_dt,avg_reviews,total_host,target
Very close to Manhattan! Muy cerca de Manhattan,158922261,Ana,Queens,Astoria,40.75697,-73.91314,Private room,51,2,34,2019-06-27,2.97,3,167
Bedroom in a Cozy Apartment,131293304,Tobi,Manhattan,Harlem,40.81711,-73.93563,Private room,51,2,21,2019-06-02,0.87,1,0
Manhattan Sights & Sound (Ladies Only),223574944,Carly,Manhattan,Kips Bay,40.74355,-73.97936,Shared room,39,2,2,2019-03-25,0.52,2,326
Modern Williamsburg BR for rent,39126862,Alexandra,Brooklyn,Williamsburg,40.70635,-73.95175,Private room,97,2,0,,,2,0
"Large 1,000 SF UES Apt w/ Balcony",8869875,Christina,Manhattan,Upper East Side,40.76427,-73.962,Entire home/apt,95,1,5,2016-01-28,0.12,1,0
Beautiful One-Bedroom Apartment  Near Central Park,436365,Jessica M.,Manhattan,Upper East Side,40.76813,-73.95354,Entire home/apt,144,7,17,2018-05-24,0.35,3,0
"Homey, Large, Gorgeous 2 BR Apt!",3780975,Shira,Manhattan,Harlem,40.80403,-73.95615,Entire home/apt,200,2,6,2016-01-03,0.12,1,0
Beautiful cozy spacious Room near Park,11361046,Narina,Brooklyn,Crown Heights,40.66847,-73.94981,Private room,80,5,18,2018-04-30,0.72,1,312
Marie's Cottage,38363932,Marie,Queens,Briarwood,40.7143,-73.81834,Shared room,99,2,0,,,1,365
Amazing Studio at the Time Square Area/53B,48146336,Irina,Manhattan,Hell's Kitchen,40.76269,-73.99364,Entire home/apt,130,30,4,2019-01-30,0.23,20,272
"Cozy Room, Gorgeous Penthouse Apartment, Manhattan",46253146,Raquel,Manhattan,Harlem,40.82924,-73.94783,Private room,50,1,0,,,1,0
Sweet,41941061,Johanna,Manhattan,Hell's Kitchen,40.76655,-73.99216,Private room,350,1,0,,,1,89
Cozy Minimalist Room in Brooklyn,22123619,Antoine,Brooklyn,Crown Heights,40.67502,-73.9178,Private room,43,3,10,2018-10-21,0.25,2,305
Central Park North Room,194843581,Hongzhi,Manhattan,Upper West Side,40.80116,-73.96088,Private room,69,2,10,2019-04-07,0.91,4,0
2 Rooms + Bath in Spacious Apartment w/ Backyard,4281300,Alex,Brooklyn,Williamsburg,40.71572,-73.94161,Private room,209,1,21,2019-06-30,3.07,3,15
Heaven away from Home!.,76237449,Majidudeen,Queens,Jamaica,40.70647,-73.79794,Entire home/apt,52,30,0,,,1,365
Beautiful  apt in great location,18405989,Guido,Brooklyn,Windsor Terrace,40.65281,-73.97298,Entire home/apt,150,7,0,,,1,0
Beaut room 10min away from the city with Prkg Avbl,247092108,Jackie,Queens,Astoria,40.76701,-73.91208,Private room,79,1,2,2019-05-22,1.05,3,281
The N residence,136408243,David,Brooklyn,Midwood,40.61354,-73.96316,Private room,140,1,0,,,1,364
Great location in the heart of Manhattan,122679380,Sam,Manhattan,Hell's Kitchen,40.76313,-73.98978,Private room,100,1,216,2019-07-01,8.07,1,43
Cozy room in East Village,2814004,Jasmine,Manhattan,East Village,40.72242,-73.98262,Private room,105,2,9,2015-10-18,0.16,2,0
"Entire 2 Bdrm Duplex Bushwick Brooklyn, Sleeps 6",157430725,Fiona,Brooklyn,Bushwick,40.6994,-73.93367,Entire home/apt,120,1,94,2019-07-03,5.03,3,240
BRIGHT SUNNY LOFT,56411266,Colin,Brooklyn,Bedford-Stuyvesant,40.68994,-73.95908,Private room,60,3,0,,,1,0
Cozy Bed-Stuy Getaway!,3003330,Hadass,Brooklyn,Bedford-Stuyvesant,40.69175,-73.94447,Private room,51,2,24,2019-06-23,0.83,3,99
Sweet digs of Windsor,274296,Massimo,Brooklyn,Windsor Terrace,40.65554,-73.97932,Entire home/apt,104,3,30,2019-07-04,4.95,1,43
Chic Upper West Side living.,647918,Rohan,Manhattan,Upper West Side,40.77782,-73.98762,Private room,150,1,4,2019-02-03,0.38,1,0
Cozy Unique Artist Loft in East Williamsburg,16622969,Michael,Brooklyn,Williamsburg,40.70259,-73.93535,Private room,45,2,8,2019-06-26,1.35,1,0
Perfect Spot For Your Next NYC Visit,26502283,Nick,Manhattan,East Village,40.7211,-73.97966,Entire home/apt,125,1,14,2018-05-28,0.89,1,0
Williamsburg Hidden Gem,5178818,Daniel,Brooklyn,Williamsburg,40.71186,-73.95736,Entire home/apt,129,1,28,2019-07-07,5.22,1,93
Garden apt. opposite historic Fort Greene Park,129581090,Amy,Brooklyn,Fort Greene,40.68842,-73.97349,Entire home/apt,160,2,12,2019-06-29,3.13,1,71
Cosy & Clean studio apt in the heart of Manhattan,15272878,Jane,Manhattan,Kips Bay,40.74104,-73.98134,Entire home/apt,150,2,0,,,1,0
Brooklyn Take Me In,4052765,Alex,Brooklyn,Bushwick,40.69394,-73.92972,Private room,46,3,1,2018-06-08,0.08,1,0
Huge 1 bedroom apartment on Broadway!,15468652,Igor,Manhattan,Washington Heights,40.83499,-73.94528,Private room,59,6,1,2017-08-04,0.04,1,0
2BRs on Spacious Apt. in Bushwick,161456818,Juan,Brooklyn,Bushwick,40.68884,-73.91969,Private room,50,1,0,,,1,165
Smart & Chic Studio Prime Location,3716641,Ofer,Manhattan,Upper West Side,40.79273,-73.97216,Entire home/apt,104,30,5,2017-02-26,0.13,8,156
Tiny House,112774776,Anne,Brooklyn,Bedford-Stuyvesant,40.68128,-73.93884,Entire home/apt,92,4,3,2018-08-12,0.13,1,0
"Large, funky Park Slope triplex w outdoor space.",98040412,Amy,Brooklyn,Park Slope,40.67259,-73.98452,Entire home/apt,300,1,0,,,1,0
Small Sunny 1BR Apt Bradhurst Park,9754272,Tim,Manhattan,Harlem,40.82616,-73.94023,Entire home/apt,130,2,5,2016-10-30,0.13,1,0
Your Own Studio in Lower East Side,1534857,Sandro,Manhattan,Chinatown,40.71674,-73.98995,Entire home/apt,120,7,1,2016-04-08,0.03,2,0
"Spacious 1 BDR in Astoria, Queens ",24740606,Zsuzsanna,Queens,Astoria,40.76457,-73.91205,Entire home/apt,150,2,2,2015-05-24,0.04,1,0
Large & comfortable studio in Financial District,2233249,Eve,Manhattan,Financial District,40.70931,-74.00959,Entire home/apt,110,6,5,2017-07-01,0.13,1,0
Luxury 1-Bedroom Midtown West NYC Apartment,30283594,Kara,Manhattan,Midtown,40.76573,-73.98295,Entire home/apt,239,30,1,2017-11-22,0.05,121,352
Spectacular Soho Loft,302885,Hattie Grace,Manhattan,SoHo,40.72249,-74.00385,Private room,195,3,14,2019-06-22,1.37,3,0
HOUSE WITH 2 ENTRANCES 15min TO MANHATTAN,30237517,David,Queens,Forest Hills,40.73412,-73.8509,Entire home/apt,278,2,16,2018-07-12,0.62,6,0
"Bright, clean, cosy room in the heart of Brooklyn!",94113622,Darlene,Brooklyn,Bushwick,40.68252,-73.90651,Private room,60,3,2,2017-08-29,0.09,2,165
Elegant 1BR in Midtown East by Sonder,12243051,Sonder,Manhattan,Murray Hill,40.74468,-73.97335,Entire home/apt,189,29,1,2018-08-03,0.09,96,338
Sonder | The Nash | Vibrant 1BR + Rooftop,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74706,-73.97594,Entire home/apt,200,29,0,,,327,311
Bowery modern loft,161268152,Maytal And Ken,Manhattan,Lower East Side,40.72221,-73.99181,Entire home/apt,700,2,0,,,2,338
"Bright, Quiet and Modern--1,200 Sq Ft in W Village",1448674,Sean,Manhattan,West Village,40.7355,-73.99964,Entire home/apt,329,4,33,2019-06-09,1.25,1,16
Modern 1 Bedroom In the Middle of Everything!,3470710,Michael,Brooklyn,Williamsburg,40.70294,-73.94152,Entire home/apt,94,2,29,2019-06-23,1.1,1,1
beautiful 1 bedroom apt,239004977,Jess,Queens,Queens Village,40.72684,-73.74896,Private room,80,1,0,,,1,0
Awesome room in Brooklyn!!,39872618,Felipe,Brooklyn,Crown Heights,40.6758,-73.93932,Private room,50,3,7,2018-05-15,0.31,1,249
Private Room in quiet XL East Village apartment!,160356,Joseph,Manhattan,East Village,40.72504,-73.98327,Private room,68,1,31,2019-07-03,7.69,4,94
Beautiful Private Bedroom - Downstairs,1469036,Tw,Manhattan,Harlem,40.80671,-73.95082,Private room,130,1,107,2019-06-25,2.38,1,304
"Bright, Spacious Room in Historical Neighborhood",34160620,Charlotte And Mary,Manhattan,Harlem,40.82186,-73.94624,Private room,80,2,2,2017-07-19,0.08,2,0
Stylish Gramercy Park Duplex LOFT,3097631,Max,Manhattan,Gramercy,40.7364,-73.98436,Entire home/apt,120,10,51,2019-07-01,0.86,1,64
Charming Brooklyn Abode,3905456,Amber,Brooklyn,Flatbush,40.64294,-73.96016,Entire home/apt,110,1,3,2016-08-21,0.05,1,0
Amazing Loft/ Bed-Stuy/ Full Cleaning Service.,2628658,Marc-Antoine,Brooklyn,Bedford-Stuyvesant,40.68301,-73.93738,Entire home/apt,120,30,2,2018-12-21,0.18,2,0
Spacious and cozy room!,11095923,Tobias,Brooklyn,Bushwick,40.69802,-73.91472,Private room,40,1,0,,,3,0
Cozy Clean Guest Room - Family Apt,7490,MaryEllen,Manhattan,Upper West Side,40.80178,-73.96723,Private room,79,2,118,2017-07-21,0.99,1,0
"Private room in spacious, cozy Brooklyn home.",3842238,Beverly,Brooklyn,Bushwick,40.69013,-73.91177,Private room,65,1,1,2019-07-01,1.0,1,88
Triplex w/ 2 full bed/bath and high ceilings,47481444,Trace,Manhattan,Gramercy,40.7357,-73.98396,Private room,200,1,0,,,1,0
Purple Room for 2/3 in brownstone $1450 per month,54275,JT And Tiziana,Brooklyn,Bedford-Stuyvesant,40.67963,-73.93908,Private room,88,1,64,2019-07-01,0.68,3,238
Large 1 Bedroom Apt - Amazing Location SoHo/Nolita,70844761,Cynthia,Manhattan,Nolita,40.7237,-73.99454,Entire home/apt,200,5,7,2018-12-30,0.36,1,1
Shared room sofa bed (girls only),197368927,Cebile,Brooklyn,Sheepshead Bay,40.60911,-73.95257,Shared room,20,2,0,,,8,32
Alcove Studio in Downtown Manhattan,15355526,Nattie,Manhattan,Chelsea,40.73893,-73.99464,Entire home/apt,350,2,12,2015-11-02,0.19,1,0
"2 bedroom apt in Bushwick, Brooklyn",2581079,Harriet,Brooklyn,Bushwick,40.70246,-73.91756,Entire home/apt,200,5,0,,,1,0
HOSTEL MY REFUGE PAISA (CAMAROTE#4 Parte Baja),248654228,Albeiro Y Katalina,Queens,East Elmhurst,40.76303,-73.88039,Shared room,34,1,2,2019-05-04,0.7,4,123
Gema's Place,44213272,Miss. G.,Queens,Ditmars Steinway,40.77216,-73.91252,Private room,138,30,0,,,5,234
East Village Two Bedroom,37028138,Matt,Manhattan,East Village,40.72228,-73.9838,Entire home/apt,250,3,21,2017-11-26,0.44,1,0
"The SoHo Loft - Huge Penthouse - 1,200 sqft",1527535,Jean-Marie,Manhattan,SoHo,40.72162,-74.00414,Entire home/apt,499,2,63,2019-07-07,0.76,1,26
A Bright Brooklyn Apartment With A Private Balcony,4434595,Jamie,Brooklyn,Bedford-Stuyvesant,40.68717,-73.94557,Entire home/apt,98,3,12,2019-06-11,0.62,1,0
Amazing Condo In Amazing Part of an Amazing City-2,258762273,Andrew,Queens,Richmond Hill,40.6984,-73.84921,Private room,50,1,0,,,1,308
"Welcome to Williamsburg, Brooklyn!!",68128762,Tom,Brooklyn,Greenpoint,40.71961,-73.95405,Private room,170,1,0,,,1,220
Hamilton Suite. 4Queen. 2rms. priv bath. kitchen,238750007,Hamilton,Manhattan,Harlem,40.82292,-73.94802,Entire home/apt,199,2,0,,,3,0
"LYRIC - 1 Bedroom Executive Suite, 2 Bath, Kitchen",197053492,Lyric At 70 Pine,Manhattan,Financial District,40.70512,-74.00719,Entire home/apt,309,1,0,,,8,325
Joyful,263843486,Joe,Queens,Richmond Hill,40.70053,-73.82372,Entire home/apt,120,2,2,2019-07-05,2.0,1,336
Gallery Suite,17719747,Rhonda,Brooklyn,Fort Greene,40.68902,-73.96976,Entire home/apt,250,3,20,2019-06-23,0.39,1,323
"Light-filled, luxury condo with stunning views",737515,Joseph,Brooklyn,Greenpoint,40.72915,-73.95813,Entire home/apt,275,13,0,,,1,0
"ACintheroom!35minutestodowntown Manhattan,QUEENbed",47782497,Robianddebbie,Brooklyn,East New York,40.66906,-73.87805,Private room,55,7,15,2019-05-01,1.33,3,318
Cozy Private Room,24283455,Igam,Brooklyn,Gravesend,40.59075,-73.98359,Private room,40,2,10,2018-12-30,1.11,2,0
Spacious Living in Ditmas Park,107675,Lio & Kim And Yotam,Brooklyn,Flatbush,40.64189,-73.96066,Entire home/apt,100,3,4,2019-03-22,0.12,1,69
Cozy Home w/Private Garden&Hot Tub!,2811458,Brandon,Manhattan,Chelsea,40.74724,-74.00355,Entire home/apt,395,4,73,2018-01-03,1.27,1,2
Cool Williamsburg Loft,9280078,Frederikke,Brooklyn,Williamsburg,40.70845,-73.96742,Entire home/apt,120,1,1,2016-05-08,0.03,1,0
The Heart of Prime Williamsburg,404424,Oliver,Brooklyn,Williamsburg,40.71943,-73.9565,Entire home/apt,145,7,8,2014-06-06,0.08,1,0
Prime E. Village at St. Marks Place,5081260,Eden,Manhattan,NoHo,40.7278,-73.99205,Private room,208,2,38,2019-06-18,0.6,1,313
Super Large & Cozy One Bedroom Apartment,78433586,Fayth,Queens,Astoria,40.76001,-73.91865,Entire home/apt,95,2,9,2017-08-26,0.29,1,212
Two rooms in one. A family friendly neighborhood.,113295877,Jonathan,Staten Island,Tompkinsville,40.63529,-74.09068,Private room,59,3,26,2019-06-22,1.11,3,351
Bright & Spacious Fort Greene 1 Bed,15384170,Jonathan,Brooklyn,Fort Greene,40.68727,-73.972,Entire home/apt,175,3,12,2016-07-31,0.2,1,0
Bright Brooklyn Room in Shared Apt!,969279,Travis,Brooklyn,Bushwick,40.69731,-73.92417,Private room,69,2,98,2019-06-16,1.36,1,20
PRIVATE ROOM IN STATEN ISLAND -FOR LADIES ONLY,201187671,Tuana,Staten Island,Shore Acres,40.61283,-74.06625,Private room,54,4,0,,,1,89
Uber Zen Clean Modern Apartment in E-Williamsburg,33003994,Lima,Brooklyn,Williamsburg,40.70741,-73.94285,Private room,77,6,30,2019-04-02,1.19,1,71
Beautiful 1-br with Spectacular View,144606000,Tiffany,Manhattan,Upper West Side,40.80064,-73.96778,Entire home/apt,250,14,0,,,1,34
"Tranquil private bedroom, Hamilton Heights, NY",178473107,Allan C.,Manhattan,Harlem,40.8301,-73.94757,Private room,99,1,22,2019-06-30,1.88,6,45
"Peaceful, cozy, artistic studio.",283116,Lorie,Queens,Sunnyside,40.74625,-73.91643,Entire home/apt,75,5,0,,,1,0
"Spacious room in Astoria, 15 mins to Manhattan",9494593,Tammy,Queens,Astoria,40.76677,-73.9171,Private room,75,2,4,2019-03-29,0.29,1,0
ROSA 'S Private Entrance,119155499,Julio,Brooklyn,Bushwick,40.69516,-73.92258,Private room,61,5,32,2019-05-21,1.14,4,350
Sunny Flex 2br  Loft in Brooklyn,7503643,Vida,Brooklyn,Greenpoint,40.72713,-73.94141,Entire home/apt,159,30,7,2019-01-07,0.12,52,327
Nice Cozy Room In Brooklyn On A Dead End Block,31039254,Sean,Brooklyn,East Flatbush,40.64843,-73.93549,Private room,45,1,8,2019-07-07,5.0,1,334
"UWS Jewel, oval living room in a charming hometown",6420489,Lorena,Manhattan,Upper West Side,40.77845,-73.98198,Entire home/apt,315,4,16,2019-05-31,0.84,1,7
"Large, private apartment in restored Brownstone.",15651637,David,Brooklyn,Prospect Heights,40.67908,-73.96858,Entire home/apt,200,3,29,2019-07-03,3.33,1,50
Luxury For Less In Downtown Manhattan,40425220,Lauren,Manhattan,Battery Park City,40.71617,-74.01468,Private room,225,1,1,2016-11-05,0.03,1,0
(2RW) Chic Chelsea Studio Just for You,271275048,Isaac,Manhattan,Chelsea,40.74767,-73.99256,Entire home/apt,109,30,0,,,2,363
"NYC4YOU  
Great location!!!",23187808,Theodore,Queens,Ditmars Steinway,40.77412,-73.9061,Entire home/apt,99,1,81,2019-06-20,2.98,1,202
Spacious 2 BR sun-filled apartment  in Chelsea,21079341,Georgina,Manhattan,Chelsea,40.74558,-74.00325,Entire home/apt,260,2,2,2018-12-30,0.18,1,0
Beautiful Room for 2 in Manhattan,95777134,Carlos,Manhattan,Upper West Side,40.77263,-73.98997,Private room,120,3,57,2019-06-30,4.23,1,48
VERA’S PLACE JUST A STEP FROM SUBWAY,139946116,Vera,Queens,Long Island City,40.7613,-73.92864,Private room,60,7,1,2018-05-05,0.07,1,365
"Vibrant area, bohemian vibe",211941129,Katarzyna,Brooklyn,Greenpoint,40.72633,-73.95859,Private room,55,1,21,2019-07-05,7.33,2,47
Cozy studio apartment Lower East Side / Lil Italy,67754093,Jayd,Manhattan,Lower East Side,40.72013,-73.9922,Entire home/apt,135,14,0,,,1,0
Bright one bedroom blocks from Barclays Center,28695751,Ian & Wendy,Brooklyn,Park Slope,40.68164,-73.9779,Entire home/apt,125,3,22,2019-03-11,0.72,2,0
Private room only 1 min from Empire state Building,18882408,Rina,Manhattan,Midtown,40.74995,-73.98602,Private room,108,3,7,2019-04-28,0.44,1,0
Entire 1-bed home in midtown west,46068130,Laura,Manhattan,Hell's Kitchen,40.76585,-73.98507,Entire home/apt,175,3,15,2017-07-27,0.57,2,0
(A) Private Twin Single Room LGA JFK Manhattan 15m,263053182,Fmny,Queens,Rego Park,40.72577,-73.86509,Private room,55,1,0,,,10,106
a cozy room in manhattan!,519554,Umut&Deniz,Manhattan,Lower East Side,40.71904,-73.98962,Private room,69,2,80,2019-06-24,1.49,5,331
Amazing Room in East Village Apartment!,104775467,Micaela,Manhattan,East Village,40.72549,-73.99198,Shared room,120,2,0,,,1,0
Spacious 1BR close to the subway,15823232,Nicolas,Brooklyn,Crown Heights,40.67698,-73.94414,Private room,99,2,2,2019-03-03,0.29,3,78
Private bedroom & bathroom in 2 bedroom 2 bath Apt,36669277,Eugenie,Brooklyn,Williamsburg,40.71805,-73.96416,Private room,105,1,38,2017-10-30,1.21,1,0
"BEST LOCATION, ROOFTOP, ROOMY AND BRIGHT",3917497,Daniele,Manhattan,Financial District,40.70445,-74.01521,Entire home/apt,135,6,10,2019-06-17,0.48,1,160
Ridgewood Deal,271925782,Stephane,Queens,Ridgewood,40.70062,-73.90796,Shared room,35,1,0,,,1,72
Private Spacious Artist’s Bedroom In Manhattan,271029539,Dominique,Manhattan,Harlem,40.82165,-73.95423,Private room,48,1,1,2019-07-06,1.0,4,128
"Private room for a single, couple or small family",88367005,Karla,Brooklyn,Bushwick,40.68949,-73.90588,Private room,36,1,1,2019-03-08,0.24,1,0
Cute Apartment Near Prospect Park,37821056,Nichole,Brooklyn,Flatbush,40.6502,-73.95509,Private room,39,7,6,2018-01-05,0.17,4,278
Spacious room in a cosy BedStuy palace,79704239,Alice,Brooklyn,Bedford-Stuyvesant,40.68891,-73.9548,Private room,45,5,0,,,2,0
Cuarto muy confortable. 2 personas. Cerca de todo.,67261284,Dante,Queens,Jackson Heights,40.75302,-73.8797,Private room,47,1,15,2018-12-20,0.39,2,0
Top Floor Brooklyn Pad 1.5Bd/1Bth,9975193,Julianna & Lawrence,Brooklyn,Park Slope,40.67694,-73.9813,Entire home/apt,180,3,6,2018-07-30,0.13,1,0
Charming Studio in the Heart of NYC,19644682,Janet,Manhattan,Upper West Side,40.78245,-73.98163,Entire home/apt,120,6,5,2016-04-21,0.09,1,0
Entire Floor in 1870 Downtown Brooklyn Brownstone,33204787,Yaimara,Brooklyn,Gowanus,40.68289,-73.98532,Private room,95,2,21,2018-01-06,0.94,1,0
Comfy Bronx home away from home,54136018,Louise,Bronx,Kingsbridge,40.86925,-73.89974,Private room,35,1,8,2019-06-27,8.0,1,48
Lovely private room in spacious top floor condo,5522547,Dave,Brooklyn,Crown Heights,40.67229,-73.92729,Private room,100,1,1,2018-09-24,0.1,1,89
Flat Iron 2BD Beautiful Apt ,9462127,Krista,Manhattan,Flatiron District,40.74107,-73.98487,Entire home/apt,475,1,0,,,1,0
Reno huge 2 room quiet Times Sq!!!,48866651,Nissim,Manhattan,Hell's Kitchen,40.76373,-73.99297,Entire home/apt,70,30,5,2019-01-27,0.12,5,341
Columbia Castle in Brooklyn Heights,448312,Christopher,Brooklyn,Brooklyn Heights,40.6926,-73.99832,Private room,100,3,66,2016-09-16,0.68,2,0
The Gnome House “ Oasis in the city “,92828204,Claire,Manhattan,Midtown,40.75979,-73.96444,Entire home/apt,1200,1,36,2019-06-09,1.64,1,354
Artistic pad in East Williamsburg!,70674019,Jack,Brooklyn,Bushwick,40.69968,-73.92645,Entire home/apt,179,7,117,2019-06-26,3.04,2,137
"Greenwich Village/ Noho Duplex Flat! Bright, Luxe",224480214,Ollie,Manhattan,East Village,40.72493,-73.99061,Entire home/apt,308,1,39,2019-06-22,6.46,1,269
Awesome designed shared room in beautiful Coliving,146345538,Sergii,Brooklyn,Bushwick,40.69329,-73.91328,Shared room,15,30,3,2018-07-14,0.16,5,344
Luxury condo walking distance from Times Square,182410092,Joseph,Manhattan,Hell's Kitchen,40.76605,-73.99193,Entire home/apt,700,2,0,,,1,304
"""Mi casa es su casa"" Welcome home",224315550,Leonardo,Brooklyn,Williamsburg,40.71043,-73.96505,Private room,90,2,27,2019-07-05,3.84,2,56
Beautiful and Large Private Room 1Block from train,21508828,Nguyen,Manhattan,Washington Heights,40.85289,-73.93508,Private room,64,1,16,2019-01-02,0.36,2,249
Cozy/Simple Private Room#2 in Bushwick Broadway,120875818,Rock,Brooklyn,Bushwick,40.69299,-73.92524,Private room,60,1,9,2019-06-25,4.66,2,174
♥Private Master Bath | Express Train+Free Parking☆,34177401,Nick,Brooklyn,East New York,40.67563,-73.87866,Entire home/apt,86,1,154,2019-07-05,9.53,2,311
Lower East Side Artist's Sanctuary,14908547,Elyse,Manhattan,Lower East Side,40.71962,-73.98434,Entire home/apt,169,4,7,2016-01-03,0.14,1,0
Night with a king,143509629,Mel,Bronx,University Heights,40.85538,-73.91081,Shared room,40,1,0,,,1,0
"Brooklyn Private Bath&Bed Steps to F,G trains",14898658,Chadanut,Brooklyn,Kensington,40.64345,-73.98015,Private room,45,1,103,2019-03-11,2.68,11,0
2 Bedrooms Available in Upper West Manhattan,133274871,Deborah,Manhattan,Harlem,40.81513,-73.95685,Private room,51,5,0,,,1,0
Whole Apartment - Beautiful Sunny Studio,6968630,Doug,Brooklyn,Crown Heights,40.67627,-73.94775,Entire home/apt,95,4,5,2018-07-23,0.1,1,1
Beautiful artist brownstone,12112004,Kylie,Brooklyn,Bedford-Stuyvesant,40.68369,-73.92336,Private room,150,1,0,,,1,365
Cozy 2 Bedroom Condominium,260895008,Sammy,Manhattan,Kips Bay,40.74412,-73.97609,Entire home/apt,199,1,5,2019-06-21,2.83,1,85
The Red Door,51813748,Genny & Gina,Brooklyn,Williamsburg,40.71936,-73.94225,Entire home/apt,185,4,77,2019-06-20,1.8,1,25
Relax in Harlem,101388075,Imogene,Manhattan,Harlem,40.82237,-73.94001,Entire home/apt,104,1,18,2019-06-19,1.53,1,34
Cozy Sofa Bed for Nightly Stays,2968774,Alexis,Brooklyn,Crown Heights,40.66838,-73.95624,Shared room,45,1,1,2015-11-11,0.02,2,0
Comfy 1 Bed 1 Bath - great location,24742173,Tammy,Manhattan,Upper West Side,40.79708,-73.969,Entire home/apt,180,2,3,2019-05-04,0.06,3,70
Spacious private bedroom with high ceilings,28046572,Dier,Brooklyn,Bedford-Stuyvesant,40.68869,-73.93449,Private room,35,20,1,2018-07-16,0.08,1,0
